CustomerID,Usia,Jenis Kelamin,Masa Tenure,Frekuensi Penggunaan,Panggilan Dukungan,Keterlambatan Pembayaran,Tipe Langganan,Lama Kontrak,Total Pengeluaran,Interaksi Terakhir,Churn
28258,42,Male,27.0,27.0,5.0,20.0,Standard,Annual,536.0,7.0,1.0
28259,48,Female,34.0,21.0,6.0,22.0,Premium,Quarterly,403.0,17.0,1.0
28260,30,Male,50.0,30.0,3.0,9.0,Standard,Monthly,607.0,23.0,1.0
28261,44,Female,59.0,17.0,10.0,25.0,Basic,Monthly,611.0,12.0,1.0
28262,53,Male,46.0,26.0,3.0,14.0,Premium,Monthly,406.0,9.0,1.0
28263,63,Male,1.0,4.0,6.0,17.0,Premium,Monthly,478.0,1.0,1.0
28264,57,Female,56.0,4.0,5.0,19.0,Premium,Annual,157.0,11.0,1.0
28265,65,Female,57.0,20.0,3.0,30.0,Standard,Monthly,397.0,17.0,1.0
28266,27,Male,16.0,7.0,1.0,0.0,Basic,Quarterly,958.0,7.0,1.0
28267,19,Female,60.0,3.0,6.0,17.0,Premium,Annual,125.0,14.0,1.0
28268,19,Female,49.0,30.0,7.0,29.0,Premium,Annual,471.0,24.0,1.0
28269,63,Male,22.0,6.0,10.0,0.0,Standard,Monthly,314.0,15.0,1.0
28270,50,Female,50.0,23.0,8.0,17.0,Basic,Monthly,714.0,18.0,1.0
28271,57,Female,19.0,10.0,4.0,22.0,Basic,Monthly,371.0,2.0,1.0
28272,44,Female,13.0,9.0,9.0,8.0,Premium,Quarterly,839.0,6.0,1.0
28273,39,Male,4.0,22.0,10.0,16.0,Standard,Monthly,344.0,22.0,1.0
28274,63,Female,49.0,7.0,1.0,9.0,Standard,Annual,515.0,17.0,1.0
28275,30,Male,32.0,22.0,1.0,12.0,Basic,Monthly,356.0,8.0,1.0
28276,34,Female,50.0,9.0,3.0,10.0,Premium,Quarterly,551.0,27.0,1.0
28277,35,Female,18.0,17.0,2.0,19.0,Premium,Monthly,561.0,24.0,1.0
28278,33,Female,51.0,17.0,10.0,11.0,Standard,Annual,549.0,27.0,1.0
28279,41,Male,57.0,4.0,1.0,15.0,Premium,Annual,980.0,3.0,0.0
28280,59,Female,16.0,27.0,3.0,24.0,Standard,Quarterly,147.0,22.0,1.0
28281,59,Female,53.0,9.0,10.0,21.0,Premium,Monthly,784.0,16.0,1.0
28282,46,Male,13.0,28.0,3.0,29.0,Standard,Annual,641.0,12.0,1.0
28283,59,Female,46.0,24.0,2.0,29.0,Premium,Quarterly,564.0,14.0,1.0
28284,38,Male,25.0,4.0,8.0,30.0,Premium,Quarterly,673.0,1.0,1.0
28285,56,Male,30.0,4.0,5.0,23.0,Basic,Monthly,142.0,8.0,1.0
28286,36,Female,43.0,8.0,1.0,18.0,Premium,Annual,570.0,3.0,0.0
28287,46,Male,52.0,17.0,0.0,3.0,Standard,Quarterly,362.0,3.0,1.0
28288,63,Female,14.0,7.0,9.0,21.0,Premium,Annual,458.0,30.0,1.0
28289,52,Female,27.0,13.0,5.0,21.0,Premium,Quarterly,167.0,1.0,1.0
28290,49,Male,51.0,22.0,8.0,26.0,Standard,Monthly,759.0,19.0,1.0
28291,55,Male,9.0,19.0,10.0,25.0,Premium,Annual,123.0,10.0,1.0
28292,43,Female,50.0,8.0,9.0,6.0,Premium,Annual,472.0,30.0,1.0
28293,55,Male,54.0,30.0,7.0,17.0,Premium,Monthly,746.0,24.0,1.0
28294,29,Male,7.0,24.0,8.0,10.0,Premium,Monthly,956.0,19.0,1.0
28295,37,Female,47.0,29.0,1.0,5.0,Standard,Quarterly,467.0,15.0,1.0
28296,38,Male,9.0,30.0,10.0,14.0,Basic,Monthly,986.0,5.0,1.0
28297,28,Female,2.0,11.0,6.0,24.0,Premium,Annual,895.0,14.0,1.0
28298,30,Male,44.0,30.0,7.0,7.0,Basic,Monthly,213.0,14.0,1.0
28299,56,Female,11.0,1.0,10.0,8.0,Standard,Monthly,528.0,23.0,1.0
28300,55,Male,60.0,21.0,8.0,14.0,Standard,Quarterly,566.0,25.0,1.0
28301,55,Female,6.0,22.0,4.0,9.0,Basic,Monthly,106.0,7.0,1.0
28302,42,Female,40.0,18.0,9.0,30.0,Standard,Quarterly,642.0,15.0,1.0
28303,53,Male,36.0,30.0,1.0,30.0,Premium,Annual,738.0,9.0,1.0
28304,50,Male,18.0,30.0,6.0,1.0,Basic,Monthly,565.0,30.0,1.0
28305,54,Male,2.0,14.0,8.0,6.0,Standard,Annual,870.0,12.0,1.0
28306,24,Male,13.0,5.0,6.0,5.0,Basic,Quarterly,682.0,27.0,1.0
28307,56,Male,5.0,2.0,2.0,22.0,Premium,Quarterly,321.0,10.0,1.0
28308,64,Male,26.0,29.0,4.0,14.0,Basic,Quarterly,788.0,20.0,1.0
28309,32,Female,26.0,14.0,2.0,27.0,Premium,Annual,616.0,2.0,1.0
28310,19,Male,30.0,29.0,4.0,28.0,Premium,Quarterly,286.0,23.0,1.0
28311,61,Male,60.0,26.0,3.0,2.0,Basic,Annual,760.0,11.0,1.0
28312,48,Male,38.0,26.0,1.0,8.0,Standard,Annual,746.0,12.0,0.0
28313,52,Female,24.0,24.0,10.0,7.0,Basic,Annual,556.0,2.0,1.0
28314,37,Male,16.0,9.0,10.0,15.0,Basic,Quarterly,845.0,18.0,1.0
28315,57,Male,48.0,19.0,9.0,11.0,Premium,Monthly,131.0,19.0,1.0
28316,52,Male,32.0,14.0,9.0,28.0,Premium,Annual,470.0,10.0,1.0
28317,40,Male,17.0,9.0,5.0,9.0,Premium,Annual,556.0,24.0,1.0
28318,64,Female,7.0,25.0,5.0,13.0,Basic,Quarterly,350.0,14.0,1.0
28319,58,Male,39.0,26.0,2.0,10.0,Premium,Monthly,797.0,18.0,1.0
28320,59,Male,23.0,1.0,9.0,14.0,Premium,Quarterly,176.0,19.0,1.0
28321,46,Male,40.0,1.0,6.0,8.0,Basic,Annual,194.0,22.0,1.0
28322,57,Male,23.0,16.0,8.0,14.0,Basic,Monthly,484.0,26.0,1.0
28323,23,Male,28.0,4.0,4.0,7.0,Premium,Quarterly,331.0,2.0,1.0
28324,24,Male,5.0,4.0,10.0,15.0,Standard,Monthly,767.0,17.0,1.0
28325,49,Male,39.0,7.0,6.0,19.0,Standard,Quarterly,759.0,7.0,1.0
28326,20,Female,45.0,27.0,9.0,9.0,Premium,Monthly,659.0,5.0,1.0
28327,49,Female,54.0,10.0,0.0,23.0,Standard,Quarterly,544.0,9.0,1.0
28328,61,Male,20.0,15.0,1.0,28.0,Basic,Annual,565.0,16.0,1.0
28329,24,Male,36.0,26.0,1.0,27.0,Standard,Quarterly,462.0,14.0,1.0
28330,19,Male,18.0,20.0,8.0,11.0,Premium,Monthly,236.0,28.0,1.0
28331,62,Female,11.0,29.0,10.0,27.0,Basic,Monthly,805.0,13.0,1.0
28332,35,Male,60.0,30.0,9.0,2.0,Basic,Monthly,852.0,2.0,1.0
28333,47,Female,23.0,14.0,8.0,27.0,Premium,Annual,751.0,4.0,1.0
28334,23,Male,27.0,11.0,9.0,14.0,Premium,Monthly,143.0,8.0,1.0
28335,53,Male,45.0,13.0,6.0,26.0,Premium,Monthly,594.0,11.0,1.0
28336,58,Male,20.0,29.0,2.0,4.0,Basic,Quarterly,269.0,3.0,1.0
28337,60,Male,4.0,2.0,6.0,3.0,Standard,Monthly,152.0,11.0,1.0
28338,45,Male,29.0,6.0,2.0,15.0,Standard,Monthly,546.0,1.0,1.0
28339,43,Male,11.0,22.0,0.0,14.0,Basic,Quarterly,130.0,19.0,1.0
28340,21,Male,52.0,9.0,3.0,19.0,Premium,Quarterly,945.0,23.0,1.0
28341,36,Male,23.0,1.0,3.0,20.0,Standard,Annual,797.0,26.0,1.0
28342,53,Male,42.0,5.0,0.0,23.0,Standard,Annual,953.0,19.0,1.0
28343,29,Female,32.0,30.0,5.0,24.0,Basic,Annual,949.0,30.0,1.0
28344,30,Female,56.0,23.0,1.0,7.0,Premium,Annual,651.0,28.0,1.0
28345,55,Female,1.0,27.0,9.0,25.0,Premium,Annual,175.0,25.0,1.0
28346,45,Male,7.0,8.0,5.0,1.0,Standard,Monthly,585.0,10.0,1.0
28347,54,Female,10.0,13.0,4.0,1.0,Standard,Quarterly,842.0,23.0,1.0
28348,24,Female,12.0,29.0,5.0,11.0,Standard,Annual,112.0,22.0,1.0
28349,42,Male,51.0,23.0,3.0,2.0,Basic,Annual,150.0,24.0,1.0
28350,63,Male,21.0,18.0,6.0,12.0,Basic,Monthly,205.0,18.0,1.0
28351,54,Male,22.0,24.0,0.0,12.0,Basic,Monthly,500.0,29.0,1.0
28352,49,Female,49.0,11.0,6.0,28.0,Basic,Annual,477.0,26.0,1.0
28353,63,Female,17.0,28.0,8.0,10.0,Basic,Annual,290.0,30.0,1.0
28354,21,Female,44.0,7.0,8.0,11.0,Standard,Monthly,916.0,1.0,1.0
28355,29,Male,9.0,5.0,9.0,24.0,Basic,Annual,129.0,2.0,1.0
28356,60,Female,59.0,15.0,7.0,0.0,Basic,Monthly,700.0,13.0,1.0
28357,41,Female,2.0,18.0,7.0,23.0,Standard,Monthly,733.0,13.0,1.0
28358,20,Male,7.0,7.0,2.0,16.0,Basic,Quarterly,867.0,24.0,0.0
28359,62,Male,33.0,7.0,0.0,15.0,Standard,Annual,309.0,23.0,1.0
28360,57,Male,44.0,9.0,5.0,2.0,Basic,Quarterly,580.0,3.0,1.0
28361,41,Female,39.0,30.0,0.0,28.0,Standard,Annual,321.0,3.0,1.0
28362,65,Female,37.0,14.0,1.0,9.0,Basic,Quarterly,520.0,15.0,1.0
28363,55,Male,58.0,26.0,10.0,30.0,Premium,Monthly,183.0,20.0,1.0
28364,65,Female,19.0,25.0,1.0,22.0,Basic,Quarterly,360.0,8.0,1.0
28365,64,Male,16.0,2.0,3.0,4.0,Standard,Annual,201.0,27.0,1.0
28366,21,Male,4.0,27.0,7.0,16.0,Basic,Quarterly,753.0,21.0,1.0
28367,18,Male,48.0,18.0,6.0,10.0,Premium,Quarterly,917.0,1.0,1.0
28368,27,Male,8.0,17.0,10.0,28.0,Premium,Quarterly,927.0,4.0,1.0
28369,27,Female,39.0,4.0,6.0,10.0,Premium,Monthly,159.0,23.0,1.0
28370,21,Male,40.0,26.0,2.0,30.0,Premium,Annual,109.0,5.0,1.0
28371,42,Female,59.0,21.0,5.0,5.0,Standard,Annual,169.0,15.0,1.0
28372,34,Female,28.0,14.0,9.0,28.0,Basic,Annual,439.0,14.0,1.0
28373,39,Male,38.0,26.0,10.0,30.0,Premium,Quarterly,393.0,27.0,1.0
28374,55,Male,4.0,6.0,10.0,27.0,Premium,Monthly,790.0,9.0,1.0
28375,40,Female,36.0,8.0,10.0,6.0,Premium,Monthly,117.0,29.0,1.0
28376,29,Male,32.0,12.0,3.0,15.0,Standard,Annual,341.0,6.0,1.0
28377,44,Male,43.0,30.0,8.0,14.0,Basic,Monthly,381.0,6.0,1.0
28378,43,Male,16.0,28.0,8.0,5.0,Premium,Annual,204.0,11.0,1.0
28379,65,Male,48.0,4.0,0.0,2.0,Premium,Monthly,292.0,10.0,1.0
28380,51,Male,23.0,9.0,5.0,16.0,Standard,Monthly,874.0,14.0,1.0
28381,26,Male,44.0,6.0,0.0,3.0,Basic,Quarterly,373.0,11.0,1.0
28382,20,Female,17.0,21.0,7.0,20.0,Basic,Annual,571.0,4.0,1.0
28383,60,Male,50.0,24.0,0.0,28.0,Basic,Quarterly,339.0,27.0,1.0
28384,42,Male,8.0,17.0,9.0,10.0,Basic,Monthly,807.0,9.0,1.0
28385,57,Male,7.0,20.0,3.0,25.0,Premium,Quarterly,849.0,28.0,1.0
28386,45,Male,43.0,10.0,5.0,17.0,Standard,Annual,470.0,11.0,1.0
28387,60,Female,3.0,22.0,4.0,7.0,Basic,Quarterly,948.0,15.0,1.0
28388,59,Male,6.0,5.0,9.0,23.0,Standard,Monthly,157.0,3.0,1.0
28389,28,Female,55.0,13.0,0.0,8.0,Premium,Annual,294.0,9.0,1.0
28390,32,Female,6.0,10.0,10.0,13.0,Standard,Annual,257.0,20.0,1.0
28391,19,Female,30.0,4.0,5.0,5.0,Basic,Monthly,558.0,18.0,1.0
28392,29,Male,6.0,22.0,7.0,8.0,Basic,Quarterly,283.0,4.0,1.0
28393,46,Female,31.0,13.0,5.0,22.0,Basic,Quarterly,242.0,17.0,1.0
28394,65,Female,14.0,12.0,1.0,3.0,Standard,Monthly,683.0,30.0,1.0
28395,52,Male,31.0,25.0,7.0,6.0,Premium,Monthly,884.0,6.0,1.0
28396,31,Male,29.0,17.0,9.0,30.0,Basic,Annual,927.0,19.0,1.0
28397,18,Female,19.0,27.0,5.0,2.0,Premium,Quarterly,679.0,7.0,1.0
28398,20,Female,21.0,20.0,4.0,15.0,Standard,Annual,342.0,30.0,1.0
28399,40,Female,21.0,27.0,6.0,7.0,Standard,Monthly,298.0,25.0,1.0
28400,58,Male,44.0,27.0,9.0,7.0,Premium,Annual,870.0,21.0,1.0
28401,38,Male,3.0,10.0,1.0,22.0,Basic,Quarterly,103.0,3.0,1.0
28402,44,Male,40.0,15.0,9.0,30.0,Standard,Monthly,998.0,30.0,1.0
28403,44,Male,20.0,6.0,7.0,30.0,Standard,Monthly,654.0,20.0,1.0
28404,49,Male,56.0,14.0,9.0,12.0,Premium,Quarterly,848.0,26.0,1.0
28405,38,Male,43.0,19.0,3.0,8.0,Basic,Monthly,703.0,7.0,1.0
28406,44,Male,22.0,24.0,9.0,17.0,Standard,Annual,948.0,17.0,1.0
28407,64,Female,24.0,12.0,10.0,9.0,Standard,Monthly,188.0,5.0,1.0
28408,43,Male,18.0,6.0,1.0,24.0,Basic,Quarterly,526.0,15.0,1.0
28409,60,Male,59.0,9.0,8.0,15.0,Standard,Annual,555.0,25.0,1.0
28410,56,Female,50.0,3.0,2.0,9.0,Basic,Quarterly,649.0,26.0,1.0
28411,48,Female,57.0,28.0,1.0,6.0,Standard,Monthly,457.0,7.0,1.0
28412,26,Female,15.0,22.0,6.0,1.0,Premium,Monthly,523.0,27.0,1.0
28413,52,Female,52.0,28.0,10.0,29.0,Basic,Quarterly,635.0,17.0,1.0
28414,36,Male,9.0,27.0,6.0,20.0,Basic,Quarterly,703.0,11.0,1.0
28415,60,Female,38.0,4.0,3.0,14.0,Standard,Quarterly,742.0,10.0,1.0
28416,57,Male,41.0,22.0,9.0,11.0,Standard,Monthly,546.0,11.0,1.0
28417,43,Female,51.0,11.0,5.0,0.0,Standard,Quarterly,601.0,26.0,1.0
28418,56,Female,1.0,27.0,1.0,6.0,Premium,Monthly,754.0,19.0,1.0
28419,48,Female,23.0,22.0,1.0,28.0,Premium,Annual,384.0,29.0,1.0
28420,64,Female,15.0,3.0,5.0,18.0,Basic,Monthly,647.0,2.0,1.0
28421,61,Female,50.0,5.0,3.0,30.0,Standard,Annual,368.0,17.0,1.0
28422,37,Male,7.0,16.0,5.0,8.0,Standard,Annual,449.0,7.0,1.0
28423,33,Male,48.0,17.0,4.0,13.0,Standard,Monthly,264.0,5.0,1.0
28424,40,Female,27.0,4.0,10.0,26.0,Premium,Annual,785.0,12.0,1.0
28425,24,Female,10.0,11.0,4.0,10.0,Standard,Monthly,901.0,22.0,1.0
28426,61,Female,22.0,14.0,4.0,1.0,Premium,Quarterly,396.0,19.0,1.0
28427,46,Female,4.0,12.0,6.0,5.0,Premium,Quarterly,127.0,21.0,1.0
28428,62,Female,12.0,17.0,0.0,24.0,Standard,Monthly,788.0,25.0,1.0
28429,35,Female,8.0,11.0,5.0,22.0,Standard,Quarterly,478.0,12.0,1.0
28430,40,Male,38.0,22.0,5.0,8.0,Standard,Monthly,852.0,10.0,1.0
28431,51,Female,53.0,16.0,5.0,13.0,Basic,Monthly,959.0,25.0,1.0
28432,34,Female,42.0,25.0,6.0,0.0,Basic,Quarterly,831.0,14.0,1.0
28433,33,Female,25.0,22.0,0.0,29.0,Standard,Monthly,637.0,20.0,1.0
28434,38,Male,37.0,14.0,6.0,17.0,Premium,Quarterly,521.0,29.0,1.0
28435,41,Female,55.0,5.0,8.0,13.0,Standard,Monthly,378.0,16.0,1.0
28436,29,Male,31.0,9.0,10.0,26.0,Standard,Annual,356.0,11.0,1.0
28437,47,Male,34.0,16.0,7.0,18.0,Standard,Annual,843.0,30.0,1.0
28438,52,Female,38.0,25.0,3.0,26.0,Basic,Annual,135.0,26.0,1.0
28439,22,Female,29.0,28.0,10.0,26.0,Standard,Annual,508.0,8.0,1.0
28440,65,Male,43.0,13.0,0.0,29.0,Premium,Quarterly,690.0,6.0,1.0
28441,18,Male,29.0,9.0,5.0,28.0,Standard,Quarterly,703.0,22.0,1.0
28442,19,Male,60.0,13.0,3.0,28.0,Premium,Annual,800.0,12.0,1.0
28443,48,Female,58.0,29.0,10.0,17.0,Basic,Annual,773.0,19.0,1.0
28444,59,Male,49.0,9.0,5.0,11.0,Standard,Monthly,497.0,10.0,1.0
28445,51,Female,4.0,2.0,7.0,29.0,Premium,Monthly,959.0,23.0,1.0
28446,33,Female,59.0,3.0,7.0,11.0,Standard,Quarterly,692.0,29.0,1.0
28447,53,Female,52.0,12.0,4.0,17.0,Basic,Monthly,482.0,24.0,1.0
28448,55,Male,48.0,13.0,4.0,15.0,Basic,Annual,209.0,11.0,1.0
28449,33,Female,45.0,16.0,7.0,9.0,Basic,Quarterly,950.0,19.0,1.0
28450,62,Female,56.0,20.0,3.0,5.0,Basic,Annual,636.0,2.0,1.0
28451,65,Male,40.0,20.0,7.0,24.0,Basic,Annual,342.0,4.0,1.0
28452,29,Male,12.0,22.0,5.0,6.0,Basic,Annual,748.0,3.0,1.0
28453,60,Female,54.0,18.0,2.0,19.0,Premium,Annual,493.0,26.0,1.0
28454,61,Female,53.0,15.0,7.0,10.0,Standard,Annual,168.0,2.0,1.0
28455,40,Male,13.0,9.0,9.0,6.0,Standard,Monthly,553.0,4.0,1.0
28456,27,Female,37.0,1.0,4.0,23.0,Premium,Quarterly,573.0,11.0,1.0
28457,21,Female,5.0,13.0,5.0,30.0,Basic,Annual,158.0,9.0,1.0
28458,56,Female,17.0,1.0,0.0,8.0,Standard,Annual,134.0,14.0,1.0
28459,40,Female,40.0,15.0,7.0,17.0,Standard,Annual,949.0,28.0,1.0
28460,28,Female,41.0,28.0,9.0,20.0,Premium,Quarterly,420.0,10.0,1.0
28461,61,Female,7.0,18.0,1.0,12.0,Basic,Annual,687.0,8.0,1.0
28462,21,Female,35.0,17.0,6.0,15.0,Standard,Monthly,545.0,8.0,1.0
28463,57,Female,12.0,9.0,9.0,16.0,Basic,Annual,687.0,22.0,1.0
28464,35,Female,10.0,7.0,6.0,28.0,Basic,Annual,978.0,17.0,1.0
28465,44,Female,46.0,29.0,1.0,25.0,Basic,Quarterly,808.0,14.0,1.0
28466,27,Male,47.0,9.0,4.0,12.0,Standard,Monthly,137.0,5.0,1.0
28467,29,Female,22.0,23.0,2.0,17.0,Standard,Monthly,618.0,12.0,1.0
28468,48,Female,40.0,8.0,0.0,22.0,Basic,Annual,509.0,14.0,1.0
28469,64,Male,3.0,24.0,6.0,2.0,Standard,Quarterly,313.0,14.0,1.0
28470,35,Female,24.0,17.0,6.0,30.0,Basic,Monthly,680.0,18.0,1.0
28471,36,Male,59.0,7.0,4.0,11.0,Premium,Quarterly,139.0,11.0,1.0
28472,19,Male,12.0,3.0,2.0,0.0,Basic,Monthly,392.0,6.0,1.0
28473,64,Female,60.0,10.0,6.0,0.0,Standard,Quarterly,413.0,18.0,1.0
28474,44,Female,58.0,11.0,10.0,30.0,Premium,Monthly,274.0,23.0,1.0
28475,32,Female,34.0,16.0,10.0,26.0,Premium,Quarterly,312.0,26.0,1.0
28476,29,Female,13.0,11.0,3.0,7.0,Premium,Monthly,522.0,18.0,1.0
28477,24,Male,42.0,7.0,7.0,27.0,Premium,Monthly,359.0,6.0,1.0
28478,64,Male,26.0,21.0,4.0,27.0,Premium,Monthly,595.0,24.0,1.0
28479,55,Male,47.0,4.0,5.0,28.0,Basic,Quarterly,972.0,10.0,1.0
28480,57,Female,12.0,16.0,8.0,27.0,Premium,Monthly,388.0,16.0,1.0
28481,35,Male,8.0,26.0,0.0,27.0,Basic,Monthly,975.0,2.0,1.0
28482,35,Female,12.0,12.0,5.0,5.0,Basic,Annual,705.0,19.0,1.0
28483,43,Female,43.0,8.0,6.0,27.0,Basic,Annual,774.0,7.0,1.0
28484,44,Female,54.0,2.0,0.0,18.0,Basic,Monthly,543.0,29.0,1.0
28485,22,Female,17.0,8.0,3.0,28.0,Premium,Quarterly,835.0,2.0,1.0
28486,36,Male,60.0,25.0,0.0,14.0,Premium,Annual,832.0,10.0,0.0
28487,61,Female,52.0,21.0,0.0,21.0,Basic,Annual,912.0,18.0,1.0
28488,35,Male,32.0,6.0,3.0,29.0,Premium,Quarterly,178.0,25.0,1.0
28489,53,Female,11.0,17.0,3.0,0.0,Premium,Annual,554.0,8.0,1.0
28490,49,Male,50.0,21.0,5.0,4.0,Premium,Quarterly,889.0,15.0,1.0
28491,25,Female,2.0,3.0,5.0,25.0,Basic,Annual,536.0,20.0,1.0
28492,64,Male,45.0,28.0,7.0,23.0,Standard,Quarterly,143.0,30.0,1.0
28493,31,Female,32.0,19.0,1.0,5.0,Premium,Monthly,668.0,21.0,1.0
28494,47,Female,39.0,9.0,3.0,22.0,Standard,Annual,652.0,12.0,1.0
28495,52,Male,39.0,17.0,0.0,18.0,Standard,Quarterly,983.0,9.0,1.0
28496,21,Female,58.0,18.0,2.0,24.0,Standard,Annual,194.0,28.0,1.0
28497,32,Female,34.0,26.0,1.0,8.0,Basic,Monthly,210.0,13.0,1.0
28498,60,Male,44.0,14.0,0.0,29.0,Premium,Monthly,357.0,25.0,1.0
28499,61,Female,43.0,7.0,0.0,18.0,Premium,Quarterly,524.0,5.0,1.0
28500,26,Male,52.0,20.0,6.0,21.0,Standard,Quarterly,605.0,1.0,1.0
28501,50,Male,36.0,7.0,6.0,13.0,Premium,Annual,872.0,22.0,1.0
28502,63,Female,39.0,12.0,10.0,15.0,Premium,Monthly,335.0,10.0,1.0
28503,39,Female,22.0,11.0,1.0,13.0,Premium,Quarterly,363.0,27.0,1.0
28504,37,Female,18.0,12.0,10.0,27.0,Premium,Annual,129.0,16.0,1.0
28505,22,Female,38.0,23.0,0.0,7.0,Standard,Quarterly,144.0,10.0,1.0
28506,21,Female,49.0,10.0,4.0,12.0,Basic,Quarterly,869.0,17.0,1.0
28507,39,Male,30.0,2.0,2.0,14.0,Standard,Monthly,868.0,19.0,1.0
28508,59,Male,25.0,10.0,10.0,8.0,Premium,Quarterly,772.0,12.0,1.0
28509,43,Female,15.0,16.0,10.0,14.0,Premium,Monthly,592.0,19.0,1.0
28510,37,Male,9.0,30.0,10.0,24.0,Standard,Monthly,287.0,27.0,1.0
28511,62,Male,45.0,17.0,7.0,12.0,Basic,Monthly,962.0,14.0,1.0
28512,36,Female,50.0,22.0,9.0,29.0,Premium,Annual,995.0,25.0,1.0
28513,64,Male,12.0,19.0,0.0,24.0,Premium,Monthly,508.0,2.0,1.0
28514,25,Female,20.0,3.0,0.0,19.0,Basic,Monthly,305.0,22.0,1.0
28515,30,Female,20.0,16.0,9.0,22.0,Standard,Monthly,166.0,3.0,1.0
28516,56,Male,9.0,13.0,10.0,9.0,Premium,Monthly,338.0,24.0,1.0
28517,35,Male,45.0,21.0,6.0,2.0,Basic,Annual,409.0,16.0,1.0
28518,55,Male,32.0,7.0,1.0,14.0,Standard,Quarterly,508.0,4.0,1.0
28519,52,Male,58.0,15.0,3.0,13.0,Premium,Annual,441.0,21.0,1.0
28520,45,Female,42.0,27.0,2.0,22.0,Basic,Quarterly,656.0,15.0,1.0
28521,46,Female,41.0,2.0,10.0,9.0,Standard,Annual,271.0,22.0,1.0
28522,63,Male,54.0,1.0,3.0,6.0,Standard,Quarterly,923.0,25.0,1.0
28523,20,Female,44.0,5.0,4.0,11.0,Premium,Monthly,816.0,17.0,1.0
28524,49,Female,52.0,17.0,2.0,5.0,Basic,Quarterly,541.0,17.0,1.0
28525,35,Male,38.0,29.0,4.0,28.0,Basic,Quarterly,222.0,6.0,1.0
28526,50,Female,37.0,15.0,0.0,23.0,Basic,Monthly,702.0,17.0,1.0
28527,57,Female,21.0,28.0,0.0,19.0,Premium,Quarterly,628.0,5.0,1.0
28528,31,Male,19.0,27.0,3.0,24.0,Basic,Annual,126.0,16.0,1.0
28529,61,Female,26.0,15.0,6.0,6.0,Standard,Quarterly,199.0,15.0,1.0
28530,43,Male,28.0,9.0,2.0,25.0,Basic,Annual,287.0,13.0,1.0
28531,42,Male,13.0,18.0,9.0,0.0,Premium,Quarterly,364.0,26.0,1.0
28532,47,Female,45.0,8.0,8.0,18.0,Basic,Quarterly,314.0,3.0,1.0
28533,20,Female,54.0,3.0,2.0,13.0,Premium,Annual,639.0,16.0,1.0
28534,26,Female,44.0,16.0,2.0,24.0,Premium,Quarterly,954.0,16.0,1.0
28535,30,Male,13.0,23.0,9.0,7.0,Standard,Quarterly,169.0,15.0,1.0
28536,59,Male,19.0,26.0,9.0,14.0,Premium,Quarterly,981.0,15.0,1.0
28537,53,Female,19.0,29.0,3.0,20.0,Basic,Quarterly,788.0,3.0,1.0
28538,57,Male,53.0,28.0,2.0,15.0,Basic,Quarterly,174.0,8.0,1.0
28539,65,Male,34.0,29.0,9.0,0.0,Standard,Annual,154.0,2.0,1.0
28540,55,Male,57.0,7.0,3.0,28.0,Standard,Monthly,185.0,22.0,1.0
28541,43,Male,15.0,27.0,10.0,6.0,Standard,Quarterly,642.0,24.0,1.0
28542,23,Male,18.0,2.0,3.0,19.0,Basic,Annual,306.0,13.0,1.0
28543,27,Female,57.0,6.0,1.0,19.0,Basic,Annual,901.0,30.0,1.0
28544,60,Female,33.0,23.0,2.0,5.0,Standard,Annual,721.0,13.0,1.0
28545,43,Female,26.0,5.0,1.0,20.0,Premium,Annual,180.0,27.0,1.0
28546,56,Female,10.0,7.0,8.0,28.0,Basic,Annual,284.0,25.0,1.0
28547,45,Male,54.0,9.0,2.0,14.0,Premium,Annual,620.0,15.0,0.0
28548,40,Female,44.0,4.0,6.0,27.0,Premium,Quarterly,456.0,27.0,1.0
28549,18,Male,17.0,1.0,0.0,30.0,Premium,Monthly,393.0,20.0,1.0
28550,56,Male,12.0,18.0,0.0,18.0,Standard,Quarterly,561.0,4.0,1.0
28551,26,Male,11.0,3.0,0.0,25.0,Standard,Monthly,123.0,9.0,1.0
28552,52,Male,8.0,4.0,4.0,26.0,Standard,Monthly,298.0,10.0,1.0
28553,20,Male,10.0,14.0,6.0,25.0,Standard,Quarterly,320.0,29.0,1.0
28554,21,Female,21.0,19.0,9.0,20.0,Premium,Monthly,421.0,3.0,1.0
28555,29,Male,32.0,17.0,0.0,15.0,Premium,Annual,290.0,7.0,1.0
28556,56,Female,53.0,15.0,2.0,21.0,Standard,Monthly,477.0,26.0,1.0
28557,20,Female,28.0,1.0,9.0,29.0,Standard,Monthly,392.0,2.0,1.0
28558,35,Male,29.0,1.0,5.0,8.0,Standard,Annual,194.0,5.0,1.0
28559,60,Male,48.0,23.0,0.0,19.0,Basic,Monthly,939.0,4.0,1.0
28560,27,Male,24.0,1.0,9.0,5.0,Premium,Monthly,241.0,8.0,1.0
28561,57,Female,45.0,1.0,8.0,3.0,Basic,Monthly,899.0,23.0,1.0
28562,65,Female,15.0,1.0,2.0,23.0,Standard,Monthly,599.0,22.0,1.0
28563,62,Male,4.0,26.0,7.0,9.0,Standard,Quarterly,837.0,20.0,1.0
28564,35,Male,59.0,21.0,8.0,4.0,Basic,Monthly,672.0,17.0,1.0
28565,39,Male,9.0,20.0,9.0,13.0,Standard,Annual,303.0,9.0,1.0
